52.73,53.68,1.949605,1.847376,1.000000e-03,1
52.54,52.59,1.985121,1.855277,2.000000e-03,2
64.64,55.77,1.300783,1.682223,2.000000e-03,2
70.17,54.31,1.070932,1.686545,2.000000e-03,2
71.57,56.70,1.034698,1.626034,1.000000e-03,2
73.98,57.22,0.943251,1.610143,1.000000e-03,2
76.01,57.93,0.867518,1.564567,1.000000e-03,2
77.95,59.01,0.800553,1.543021,1.000000e-03,2
79.69,58.27,0.742540,1.545391,1.000000e-03,2
80.67,59.08,0.720799,1.530276,5.000000e-04,2
81.99,58.67,0.682357,1.532576,2.500000e-04,2
82.13,59.16,0.678283,1.514550,1.250000e-04,2
82.56,58.95,0.666846,1.518065,6.250000e-05,2
82.62,59.07,0.665664,1.516472,3.125000e-05,2
82.66,59.14,0.665200,1.513069,1.562500e-05,2
82.63,59.18,0.665437,1.514365,7.812500e-06,2
82.68,59.14,0.663747,1.513983,3.906250e-06,2
82.70,59.11,0.663691,1.514823,1.953125e-06,2
82.69,59.14,0.663679,1.515013,9.765625e-07,2
82.69,59.13,0.663683,1.514904,4.882813e-07,2
82.69,59.15,0.663693,1.514663,2.441406e-07,2
82.70,59.17,0.663702,1.514488,1.220703e-07,2
