58.44,56.04,1.644236,1.669549,1.000000e-03,1
65.11,57.92,1.231925,1.558848,2.000000e-03,2
70.99,58.94,0.979507,1.509512,2.000000e-03,2
75.29,59.33,0.819193,1.500542,2.000000e-03,2
78.73,61.28,0.694445,1.445215,2.000000e-03,2
81.42,60.60,0.600096,1.536497,2.000000e-03,2
84.41,62.52,0.517028,1.436658,1.000000e-03,2
86.24,62.56,0.458284,1.469132,1.000000e-03,2
89.16,62.53,0.376008,1.479621,5.000000e-04,2
89.61,63.39,0.363550,1.425519,2.500000e-04,2
90.32,62.81,0.344310,1.480917,2.500000e-04,2
90.50,63.15,0.338424,1.443737,1.250000e-04,2
90.64,63.35,0.336000,1.435722,6.250000e-05,2
90.64,63.46,0.335143,1.431411,3.125000e-05,2
90.84,63.35,0.330078,1.435872,1.562500e-05,2
90.84,63.45,0.329749,1.434867,7.812500e-06,2
90.85,63.36,0.329670,1.434986,3.906250e-06,2
90.85,63.41,0.329706,1.435370,1.953125e-06,2
90.84,63.45,0.329839,1.434593,9.765625e-07,2
90.84,63.46,0.329984,1.434062,4.882813e-07,2
90.84,63.46,0.330139,1.433240,2.441406e-07,2
90.83,63.45,0.330263,1.432474,1.220703e-07,2
