56.39,55.26,1.745813,1.716250,1.000000e-03,1
53.66,52.53,1.911028,1.808767,2.000000e-03,2
64.41,56.38,1.267641,1.611196,2.000000e-03,2
69.73,55.11,1.045495,1.631242,2.000000e-03,2
71.62,58.03,0.996006,1.546023,1.000000e-03,2
73.99,57.55,0.901430,1.573320,1.000000e-03,2
74.98,59.25,0.878450,1.496035,5.000000e-04,2
76.34,59.43,0.831358,1.492235,5.000000e-04,2
77.53,59.51,0.788879,1.484215,5.000000e-04,2
79.31,60.26,0.736131,1.466962,2.500000e-04,2
79.97,60.02,0.715186,1.469330,2.500000e-04,2
80.26,60.13,0.708886,1.461618,1.250000e-04,2
80.36,60.12,0.706181,1.462854,6.250000e-05,2
80.37,60.02,0.705143,1.464810,3.125000e-05,2
80.36,60.15,0.705824,1.460227,1.562500e-05,2
80.33,60.12,0.706964,1.463363,7.812500e-06,2
80.24,60.27,0.708455,1.462716,3.906250e-06,2
80.40,60.20,0.704723,1.462841,1.953125e-06,2
80.38,60.25,0.704922,1.463107,9.765625e-07,2
80.39,60.26,0.705036,1.463210,4.882813e-07,2
80.39,60.25,0.705100,1.463094,2.441406e-07,2
80.38,60.25,0.705136,1.462940,1.220703e-07,2
