56.39,55.26,1.745813,1.716250,1.000000e-03,1
64.07,57.70,1.273816,1.575843,2.000000e-03,2
70.45,59.01,1.004836,1.528055,2.000000e-03,2
74.81,58.98,0.838777,1.514846,2.000000e-03,2
77.37,60.88,0.767818,1.432227,1.000000e-03,2
79.58,61.28,0.689968,1.465061,1.000000e-03,2
81.56,61.17,0.621792,1.439574,1.000000e-03,2
82.99,61.88,0.586301,1.419468,5.000000e-04,2
84.17,62.12,0.548602,1.411871,5.000000e-04,2
85.25,62.77,0.515256,1.402951,5.000000e-04,2
86.25,61.73,0.484058,1.460364,5.000000e-04,2
86.96,62.52,0.466661,1.407170,2.500000e-04,2
87.23,62.80,0.460023,1.399054,1.250000e-04,2
87.79,62.79,0.444790,1.401699,6.250000e-05,2
87.88,62.85,0.443139,1.383775,3.125000e-05,2
88.00,62.83,0.439308,1.390856,1.562500e-05,2
88.02,62.90,0.438822,1.388416,7.812500e-06,2
88.06,62.84,0.437688,1.389560,3.906250e-06,2
88.07,62.91,0.437568,1.389022,1.953125e-06,2
88.08,62.88,0.437236,1.388946,9.765625e-07,2
88.08,62.89,0.437189,1.388771,4.882813e-07,2
88.08,62.89,0.437165,1.388789,2.441406e-07,2
