55.74,56.67,1.825976,1.606275,1.000000e-03,1
67.40,59.17,1.200075,1.485492,1.000000e-03,1
72.10,60.19,1.007015,1.434921,1.000000e-03,1
75.38,60.85,0.881589,1.409759,1.000000e-03,1
77.94,61.38,0.788150,1.399138,1.000000e-03,1
80.07,61.69,0.713547,1.397758,1.000000e-03,1
81.94,61.82,0.651437,1.403396,1.000000e-03,1
83.47,61.97,0.598279,1.415048,1.000000e-03,1
86.54,62.85,0.509525,1.362440,3.000000e-04,1
87.17,63.04,0.491685,1.357092,3.000000e-04,2
87.66,62.96,0.477486,1.363118,3.000000e-04,2
87.99,63.09,0.468609,1.357720,1.500000e-04,2
88.39,63.09,0.457531,1.351159,7.500000e-05,2
88.59,63.26,0.451732,1.348545,3.750000e-05,2
88.65,63.16,0.449816,1.349079,3.750000e-05,2
88.68,63.24,0.448728,1.348643,1.875000e-05,2
88.71,63.13,0.448172,1.348937,9.375000e-06,2
88.72,63.19,0.447916,1.348419,4.687500e-06,2
88.72,63.21,0.447904,1.347990,2.343750e-06,2
88.71,63.24,0.447987,1.347822,1.171875e-06,2
88.69,63.27,0.448128,1.347634,5.859375e-07,2
88.72,63.26,0.447762,1.347575,2.929688e-07,2
88.72,63.28,0.447777,1.347595,1.464844e-07,2
88.72,63.26,0.447715,1.347576,7.324219e-08,2
88.73,63.27,0.447718,1.347583,3.662110e-08,2
