55.44,56.65,1.880837,1.619243,1.000000e-03,1
66.71,59.03,1.219348,1.488119,1.000000e-03,1
71.39,60.16,1.026495,1.434716,1.000000e-03,1
74.69,60.58,0.899672,1.412998,1.000000e-03,1
77.33,60.64,0.803529,1.407076,1.000000e-03,1
81.56,62.98,0.678623,1.321534,3.000000e-04,1
82.38,62.95,0.652273,1.314264,3.000000e-04,2
82.73,63.34,0.643793,1.296301,1.500000e-04,2
83.18,63.17,0.630828,1.302413,1.500000e-04,2
83.33,63.53,0.626741,1.295564,7.500000e-05,2
83.50,63.51,0.620572,1.292719,7.500000e-05,2
83.61,63.52,0.618340,1.293247,3.750000e-05,2
83.66,63.49,0.617183,1.294001,1.875000e-05,2
83.68,63.47,0.616688,1.292218,9.375000e-06,2
83.70,63.58,0.616774,1.293207,4.687500e-06,2
83.73,63.55,0.615520,1.293019,2.343750e-06,2
83.73,63.51,0.615442,1.293195,1.171875e-06,2
83.73,63.57,0.615411,1.293067,5.859375e-07,2
83.74,63.57,0.615395,1.293075,2.929688e-07,2
83.73,63.58,0.615389,1.293122,1.464844e-07,2
83.74,63.58,0.615352,1.293097,7.324219e-08,2
83.74,63.58,0.615350,1.293109,3.662110e-08,2
