47.14,46.39,2.323548,2.247346,,1
57.29,49.42,1.679449,2.079191,,2
60.58,50.64,1.520301,2.009193,,2
62.63,51.16,1.426599,1.960234,,2
64.09,51.91,1.361604,1.931819,,2
65.27,52.41,1.312323,1.903190,,2
66.23,52.79,1.272416,1.885766,,2
67.07,53.00,1.239432,1.871368,,2
67.78,53.48,1.210992,1.854348,,2
68.42,53.02,1.186244,1.854503,,2
68.99,53.18,1.164037,1.845481,,2
69.47,53.51,1.144508,1.831739,,2
69.93,53.76,1.126427,1.825136,,2
70.36,53.77,1.109800,1.815265,,2
70.77,53.92,1.094749,1.816949,,2
71.12,53.99,1.080620,1.806976,,2
71.52,54.09,1.067336,1.800677,,2
71.78,54.31,1.054821,1.797632,,2
72.12,54.36,1.043552,1.793090,,2
72.39,54.26,1.032537,1.795578,,2
72.66,54.34,1.022186,1.786056,,2
72.92,54.54,1.012323,1.784711,,2
73.17,54.71,1.002961,1.781153,,2
73.42,54.66,0.993720,1.777631,,2
73.64,54.78,0.985452,1.777609,,2
73.89,54.99,0.976985,1.768200,,2
74.10,54.98,0.969067,1.770959,,2
74.31,54.90,0.961685,1.769377,,2
74.51,55.07,0.954187,1.764242,,2
74.68,55.07,0.947413,1.762175,,2
74.88,55.11,0.940331,1.759199,,2
75.05,55.04,0.934075,1.758350,,2
75.22,55.20,0.927554,1.758743,,2
75.41,55.15,0.921427,1.756606,,2
75.62,55.11,0.915503,1.755588,,2
75.77,55.20,0.909698,1.754088,,2
75.87,55.33,0.903975,1.750385,,2
76.13,55.31,0.898396,1.748396,,2
76.23,55.24,0.893192,1.750756,,2
76.39,55.35,0.887955,1.749931,,2
76.55,55.41,0.882782,1.745650,,2
76.70,55.40,0.877936,1.743950,,2
76.84,55.33,0.873108,1.744049,,2
76.95,55.53,0.868482,1.740647,,2
77.09,55.39,0.863785,1.744948,,2
77.21,55.41,0.859452,1.742269,,2
77.33,55.63,0.855084,1.738807,,2
77.43,55.57,0.850628,1.737422,,2
77.56,55.57,0.846625,1.737567,,2
77.66,55.68,0.842428,1.738971,,2
77.78,55.62,0.838444,1.736453,,2
77.90,55.55,0.834375,1.737972,,2
77.99,55.64,0.830471,1.734837,,2
78.13,55.61,0.826662,1.734661,,2
78.21,55.62,0.822985,1.733152,,2
78.31,55.82,0.819395,1.735208,,2
78.42,55.76,0.815836,1.732720,,2
78.49,55.67,0.812136,1.734062,,2
78.62,55.69,0.808788,1.731095,,2
78.72,55.71,0.805311,1.732036,,2
78.80,55.57,0.802058,1.733443,,2
78.90,55.73,0.798592,1.729095,,2
78.99,55.74,0.795532,1.730173,,2
79.09,55.74,0.792218,1.729491,,2
79.20,55.79,0.789077,1.728396,,2
79.27,55.76,0.786108,1.728186,,2
79.33,55.73,0.782999,1.728512,,2
79.45,55.81,0.779949,1.729059,,2
79.53,55.79,0.777074,1.727563,,2
79.61,55.84,0.774207,1.729827,,2
79.67,55.83,0.771195,1.728290,,2
79.81,55.74,0.768424,1.727675,,2
79.86,55.90,0.765666,1.728859,,2
79.91,55.89,0.762960,1.725822,,2
80.00,55.87,0.760250,1.725286,,2
80.10,55.86,0.757566,1.725648,,2
80.17,55.79,0.754904,1.728682,,2
80.27,55.88,0.752164,1.725469,,2
80.32,55.97,0.749678,1.724925,,2
80.43,55.91,0.747059,1.728218,,2
80.48,55.91,0.744684,1.724298,,2
80.54,55.93,0.742178,1.727827,,2
80.62,55.94,0.739668,1.726216,,2
80.70,55.96,0.737338,1.725800,,2
80.77,55.99,0.734917,1.726983,,2
80.84,55.92,0.732381,1.726524,,2
80.91,56.04,0.730077,1.727673,,2
80.97,56.08,0.727912,1.724987,,2
81.06,56.08,0.725528,1.724202,,2
81.11,56.08,0.723204,1.727101,,2
81.18,56.00,0.721199,1.724428,,2
81.26,56.15,0.718863,1.723462,,2
81.31,56.03,0.716705,1.724595,,2
81.37,56.04,0.714636,1.725001,,2
81.43,56.10,0.712337,1.725873,,2
81.51,56.20,0.710237,1.724525,,2
81.55,56.11,0.708282,1.724094,,2
81.65,56.20,0.706080,1.723131,,2
81.69,56.08,0.704185,1.726500,,2
81.75,56.19,0.702067,1.723393,,2
