53.28,53.99,1.965078,1.830923,1.000000e-03,1
63.19,56.94,1.329706,1.629867,2.000000e-03,2
70.79,58.52,1.016615,1.578666,2.000000e-03,2
75.67,57.98,0.836762,1.552256,2.000000e-03,2
78.01,60.51,0.779174,1.471078,1.000000e-03,2
80.25,60.25,0.702102,1.491519,1.000000e-03,2
81.33,60.73,0.678208,1.436207,5.000000e-04,2
82.49,61.06,0.640878,1.432599,5.000000e-04,2
83.55,61.02,0.608168,1.432236,5.000000e-04,2
84.07,61.40,0.596240,1.423985,2.500000e-04,2
84.60,61.08,0.579774,1.429314,2.500000e-04,2
84.84,61.56,0.574425,1.405309,1.250000e-04,2
85.15,61.22,0.565799,1.417249,1.250000e-04,2
85.29,61.57,0.562794,1.414185,6.250000e-05,2
85.47,61.51,0.556836,1.409921,3.125000e-05,2
85.48,61.55,0.556123,1.409299,1.562500e-05,2
85.50,61.54,0.555839,1.408738,7.812500e-06,2
85.48,61.61,0.555776,1.408333,3.906250e-06,2
85.53,61.57,0.555030,1.407770,1.953125e-06,2
85.53,61.59,0.554976,1.408145,9.765625e-07,2
85.53,61.57,0.554951,1.408242,4.882813e-07,2
85.53,61.59,0.554939,1.408281,2.441406e-07,2
