62.78,59.06,1.622449,1.509486,1.000000e-03,1
76.06,61.05,0.857527,1.475600,1.000000e-03,1
80.95,61.64,0.670928,1.485926,1.000000e-03,1
83.99,61.69,0.563061,1.517447,1.000000e-03,1
86.27,61.90,0.485868,1.553233,1.000000e-03,1
87.84,62.08,0.434380,1.584890,1.000000e-03,1
89.42,61.40,0.381566,1.661785,1.000000e-03,1
91.36,62.74,0.329804,1.497985,3.000000e-04,2
92.21,62.97,0.307141,1.486641,3.000000e-04,2
92.82,63.15,0.291150,1.500419,3.000000e-04,2
93.33,62.53,0.276691,1.523836,3.000000e-04,2
93.59,63.09,0.268825,1.496810,1.500000e-04,2
93.70,63.47,0.265358,1.480717,7.500000e-05,2
93.89,63.27,0.260419,1.496763,7.500000e-05,2
93.94,63.39,0.258693,1.488854,3.750000e-05,2
93.98,63.37,0.257765,1.487783,1.875000e-05,2
94.00,63.46,0.257438,1.485652,9.375000e-06,2
93.97,63.49,0.257613,1.484711,4.687500e-06,2
94.04,63.49,0.256353,1.484444,2.343750e-06,2
94.03,63.50,0.256281,1.483414,1.171875e-06,2
94.05,63.50,0.256075,1.483684,5.859375e-07,2
94.05,63.51,0.255986,1.483646,2.929688e-07,2
94.05,63.51,0.255941,1.483600,1.464844e-07,2
94.06,63.52,0.255919,1.483605,7.324219e-08,2
