55.20,55.67,1.842590,1.728425,1.000000e-03,1
53.17,52.60,1.933377,1.811101,2.000000e-03,2
65.21,55.82,1.249637,1.637707,2.000000e-03,2
70.84,55.52,1.013009,1.639790,2.000000e-03,2
72.66,58.18,0.966533,1.556196,1.000000e-03,2
75.27,57.20,0.869251,1.580801,1.000000e-03,2
76.21,58.72,0.847860,1.516145,5.000000e-04,2
77.65,59.33,0.800536,1.492220,5.000000e-04,2
78.86,59.71,0.758361,1.479837,5.000000e-04,2
80.05,59.54,0.719091,1.486161,5.000000e-04,2
80.67,59.75,0.706611,1.474980,2.500000e-04,2
81.56,60.14,0.680709,1.455645,1.250000e-04,2
81.85,59.83,0.670825,1.469742,1.250000e-04,2
81.99,59.79,0.667772,1.472556,6.250000e-05,2
82.05,60.09,0.666243,1.458692,3.125000e-05,2
82.06,60.09,0.666095,1.461639,1.562500e-05,2
82.03,59.95,0.666262,1.461227,7.812500e-06,2
82.00,60.02,0.666617,1.462344,3.906250e-06,2
81.99,59.94,0.667228,1.462637,1.953125e-06,2
81.98,59.92,0.667772,1.462923,9.765625e-07,2
81.98,59.90,0.668348,1.461888,4.882813e-07,2
81.97,59.94,0.668955,1.460066,2.441406e-07,2
