53.28,53.99,1.965078,1.830923,1.000000e-03,1
52.81,52.95,1.973606,1.852806,2.000000e-03,2
65.19,56.38,1.275532,1.671054,2.000000e-03,2
70.89,55.98,1.039015,1.638731,2.000000e-03,2
72.37,57.53,1.002085,1.608678,1.000000e-03,2
74.95,56.96,0.907298,1.626288,1.000000e-03,2
75.66,58.30,0.891024,1.568988,5.000000e-04,2
76.95,58.52,0.846096,1.558577,5.000000e-04,2
78.14,58.69,0.806063,1.537153,5.000000e-04,2
79.24,59.40,0.768905,1.534731,5.000000e-04,2
80.31,58.96,0.734118,1.535609,5.000000e-04,2
80.76,59.41,0.724314,1.510058,2.500000e-04,2
81.59,59.20,0.701601,1.520546,1.250000e-04,2
81.66,59.20,0.699353,1.520455,6.250000e-05,2
81.71,59.49,0.698470,1.508481,3.125000e-05,2
81.82,59.43,0.694276,1.511334,1.562500e-05,2
81.84,59.35,0.693901,1.510893,7.812500e-06,2
81.85,59.41,0.693768,1.510657,3.906250e-06,2
81.84,59.41,0.693707,1.510695,1.953125e-06,2
81.85,59.40,0.693706,1.510591,9.765625e-07,2
81.86,59.40,0.693721,1.510201,4.882813e-07,2
81.85,59.44,0.693743,1.509693,2.441406e-07,2
